"Үзүүлэлт","year","value"
"Жонш, жоншны баяжмал","2020-10",60.89
"Зэс болон молибдений баяжмал","2020-10",55.02
"Төмрийн хүдэр","2020-10",679.75
"Цайрын баяжмал","2020-10",12.85
"Бусад","2020-10",15.65
"Барилгын материал","2020-10",285.78
"Мод, модон материал","2020-10",6.75
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-10",18.68
"Түргэн муудах бүтээгдэхүүн","2020-10",2.38
"ХАА-н гаралтай бүтээгдэхүүн","2020-10",26.42
"Хар төмөр (хаягдал, рельс г.м)","2020-10",22.79
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-10",2.7
"Бусад","2020-10",73.63
"Зорчигчид, мянган хүн","2020-10",254.01
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-10",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-10",254.01
"Зорчигч эргэлт, сая хүн километр","2020-10",73.47
"Шилжүүлсэн сая тонн километр","2020-10",1764.25
"Тээврийн орлого, сая төгрөг","2020-10",69574.57
"Тээсэн ачаа, мянган тонн","2020-11",2548.89
"Тээсэн ачаа, мянган тонн - дотоодод","2020-11",1044.23
"Тээсэн ачаа, мянган тонн - гаргалт","2020-11",818.86
"Тээсэн ачаа, мянган тонн - оруулалт","2020-11",310.4
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-11",375.39
"Ачаа эргэлт, сая тонн километр","2020-11",1516.86
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-11",286.81
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-11",658
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-11",155.36
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-11",416.69
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-11",1863.09
"Уул уурхайн бүтээгдэхүүн","2020-11",1652.13
"Нүүрс","2020-11",907.01
"Нефть, нефтийн бүтээгдэхүүн","2020-11",53.02
"Жонш, жоншны баяжмал","2020-11",52.5
"Зэс болон молибдений баяжмал","2020-11",54.44
"Төмрийн хүдэр","2020-11",575.71
"Цайрын баяжмал","2020-11",8.04
"Бусад","2020-11",1.42
"Барилгын материал","2020-11",107.63
"Мод, модон материал","2020-11",6.32
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-11",25.84
"Түргэн муудах бүтээгдэхүүн","2020-11",0.09
"ХАА-н гаралтай бүтээгдэхүүн","2020-11",16.37
"Хар төмөр (хаягдал, рельс г.м)","2020-11",10.04
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-11",1.7
"Бусад","2020-11",42.97
"Зорчигчид, мянган хүн","2020-11",73.87
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-11",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-11",73.87
"Зорчигч эргэлт, сая хүн километр","2020-11",21.36
"Шилжүүлсэн сая тонн километр","2020-11",1538.22
"Тээврийн орлого, сая төгрөг","2020-11",65590.11
"Тээсэн ачаа, мянган тонн","2020-IV",7713.74
"Тээсэн ачаа, мянган тонн - дотоодод","2020-IV",3078.53
"Тээсэн ачаа, мянган тонн - гаргалт","2020-IV",2721.31
"Тээсэн ачаа, мянган тонн - оруулалт","2020-IV",832.84
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-IV",1081.06
"Ачаа эргэлт, сая тонн километр","2020-IV",4870.94
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-IV",886.38
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-IV",2370.07
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-IV",414.51
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-IV",1199.98
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-IV",5799.84
"Уул уурхайн бүтээгдэхүүн","2020-IV",4966.78
"Нүүрс","2020-IV",2601.33
"Нефть, нефтийн бүтээгдэхүүн","2020-IV",124.52
"Жонш, жоншны баяжмал","2020-IV",185.69
"Зэс болон молибдений баяжмал","2020-IV",168.99
"Төмрийн хүдэр","2020-IV",1829.58
"Цайрын баяжмал","2020-IV",31.52
"Бусад","2020-IV",25.15
"Барилгын материал","2020-IV",495.91
"Мод, модон материал","2020-IV",14.33
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-IV",65.36
"Түргэн муудах бүтээгдэхүүн","2020-IV",2.98
"ХАА-н гаралтай бүтээгдэхүүн","2020-IV",59.26
"Хар төмөр (хаягдал, рельс г.м)","2020-IV",40.11
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-IV",4.77
"Бусад","2020-IV",150.35
"Зорчигчид, мянган хүн","2020-IV",327.88
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-IV",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-IV",327.88
"Зорчигч эргэлт, сая хүн километр","2020-IV",94.83
"Шилжүүлсэн сая тонн километр","2020-IV",4965.77
"Тээврийн орлого, сая төгрөг","2020-IV",193777.73
"Тээсэн ачаа, мянган тонн","2020-12",2416.24
"Тээсэн ачаа, мянган тонн - дотоодод","2020-12",880.23
"Тээсэн ачаа, мянган тонн - гаргалт","2020-12",955.5
"Тээсэн ачаа, мянган тонн - оруулалт","2020-12",268.15
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-12",312.36
"Ачаа эргэлт, сая тонн километр","2020-12",1663.29
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-12",263.3
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-12",921.87
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-12",131.41
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-12",346.72
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-12",1835.73
"Уул уурхайн бүтээгдэхүүн","2020-12",1652.74
"Нүүрс","2020-12",908.27
"Нефть, нефтийн бүтээгдэхүүн","2020-12",19.8
"Жонш, жоншны баяжмал","2020-12",72.3
"Зэс болон молибдений баяжмал","2020-12",59.54
"Төмрийн хүдэр","2020-12",574.12
"Цайрын баяжмал","2020-12",10.64
"Бусад","2020-12",8.08
"Барилгын материал","2020-12",102.5
"Мод, модон материал","2020-12",1.27
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-12",20.85
"Түргэн муудах бүтээгдэхүүн","2020-12",0.51
"ХАА-н гаралтай бүтээгдэхүүн","2020-12",16.47
"Хар төмөр (хаягдал, рельс г.м)","2020-12",7.28
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-12",0.37
"Бусад","2020-12",33.74
"Зорчигчид, мянган хүн","2020-12",0
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-12",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-12",0
"Зорчигч эргэлт, сая хүн километр","2020-12",0
"Шилжүүлсэн сая тонн километр","2020-12",1663.29
"Тээврийн орлого, сая төгрөг","2020-12",58613.06
"Тээсэн ачаа, мянган тонн","2020",29840.06
"Тээсэн ачаа, мянган тонн - дотоодод","2020",11023.15
"Тээсэн ачаа, мянган тонн - гаргалт","2020",11515.66
"Тээсэн ачаа, мянган тонн - оруулалт","2020",3023.15
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020",4278.1
"Ачаа эргэлт, сая тонн километр","2020",19167.56
"Ачаа эргэлт, сая тонн километр - дотоодын","2020",3297.37
"Ачаа эргэлт, сая тонн километр - гаргалт","2020",9640.01
"Ачаа эргэлт, сая тонн километр - оруулалт","2020",1481.5
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020",4748.69
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020",22538.81
"Уул уурхайн бүтээгдэхүүн","2020",18769.77
"Нүүрс","2020",8625.04
"Нефть, нефтийн бүтээгдэхүүн","2020",543.7
"Жонш, жоншны баяжмал","2020",667.2
"Зэс болон молибдений баяжмал","2020",650.14
"Төмрийн хүдэр","2020",7922.29
"Цайрын баяжмал","2020",134.29
"Бусад","2020",227.12
"Барилгын материал","2020",2264.06
"Мод, модон материал","2020",109.32
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020",209.25
"Түргэн муудах бүтээгдэхүүн","2020",9.1
"ХАА-н гаралтай бүтээгдэхүүн","2020",201.75
"Хар төмөр (хаягдал, рельс г.м)","2020",329.34
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020",22.6
"Бусад","2020",623.63
"Зорчигчид, мянган хүн","2020",1965.75
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020",9.21
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020",1956.54
"Зорчигч эргэлт, сая хүн километр","2020",579.27
"Шилжүүлсэн сая тонн километр","2020",19746.83
"Тээврийн орлого, сая төгрөг","2020",770067.54
"Тээсэн ачаа, мянган тонн","2021-01",2644.72
"Тээсэн ачаа, мянган тонн - дотоодод","2021-01",1072.87
"Тээсэн ачаа, мянган тонн - гаргалт","2021-01",916.78
"Тээсэн ачаа, мянган тонн - оруулалт","2021-01",299.01
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2021-01",356.05
"Ачаа эргэлт, сая тонн километр","2021-01",1542.99
